"FiscalYear","County","Department","FundType","RegionCode","RegionName","Program","Budget","ActualSpend","Beneficiaries"
2024,"Orange","Social Services","Federal Fund","Region 9","Orange County","Child Welfare",152.5,152.3,405067
2020,"Imperial","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Food Assistance",174.5,184.1,392419
2021,"Imperial","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Food Assistance",73.7,76.7,252093
2022,"Imperial","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",163.9,182.5,137331
2023,"Imperial","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",114.8,125.3,137126
2024,"Imperial","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",89.6,83.8,397337
2020,"San Diego","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",113.1,114.3,416682
2021,"San Diego","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",172.7,175.3,421368
2022,"San Diego","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Child Welfare",193.6,176.3,382975
2023,"San Diego","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Food Assistance",101.9,115.6,172357
2024,"San Diego","Social Services","Federal Fund","Region 10","San Diego & Imperial Counties","Food Assistance",172.9,154.8,395004
2020,"Butte","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",147.3,150.8,444914
2021,"Butte","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",80.4,73.3,353207
2022,"Butte","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",173.5,197.9,124173
2023,"Butte","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",160.7,173,247152
2024,"Butte","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",147.8,126.2,211496
2020,"Colusa","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",83.4,87.2,88833
2021,"Colusa","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",88.5,101.2,58232
2022,"Colusa","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",109.6,98.5,254136
2023,"Colusa","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",169.1,144.2,416379
2024,"Colusa","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",159.3,151.1,139354
2020,"El Dorado","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",189.5,210.6,394582
2021,"El Dorado","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",51.3,50.7,274121
2022,"El Dorado","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",76.5,84.7,142195
2023,"El Dorado","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",142.8,160,102280
2024,"El Dorado","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",114.2,109.1,371656
2020,"Glenn","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",94.6,107.9,130644
2021,"Glenn","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",176.3,169.4,342714
2022,"Glenn","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",87.7,99.3,342330
2023,"Glenn","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",79.6,82.9,404151
2024,"Glenn","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",55.2,57.7,126834
2020,"Lassen","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",56.4,57.5,174609
2021,"Lassen","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",132.4,149.1,251120
2022,"Lassen","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",96.6,99.3,286732
2023,"Lassen","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",76.3,70,73461
2024,"Lassen","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",178.5,200.2,150938
2020,"Modoc","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",192.9,218.8,261924
2021,"Modoc","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",63,64.7,332126
2022,"Modoc","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",142.2,139.8,252488
2023,"Modoc","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",110.3,94.4,153261
2024,"Modoc","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",75.5,67.9,163111
2020,"Nevada","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",174.8,183.3,282754
2021,"Nevada","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",150.2,128.3,84256
2022,"Nevada","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",127.8,122.9,130729
2023,"Nevada","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",129,139.6,268412
2024,"Nevada","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",157.2,171.4,63426
2020,"Placer","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",180,158.5,274524
2021,"Placer","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",192.2,174.4,99042
2022,"Placer","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",184.3,172.2,199994
2023,"Placer","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",172.4,167.3,354126
2024,"Placer","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",72.8,73.8,301824
2020,"Plumas","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",158.4,137.6,380001
2021,"Plumas","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",146.6,157.5,265228
2022,"Plumas","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",153.2,133.4,187813
2023,"Plumas","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",77.7,84,51078
2024,"Plumas","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",68.5,59.1,272073
2020,"Sacramento","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",135.1,128.8,73848
2021,"Sacramento","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",169.9,170.4,266228
2022,"Sacramento","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",176.3,173,263123
2023,"Sacramento","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",155.9,132.7,359581
2024,"Sacramento","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",183,170.4,385059
2020,"Shasta","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",148.5,166.1,118145
2021,"Shasta","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",72.4,74.9,89919
2022,"Shasta","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",128.4,119.1,158217
2023,"Shasta","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",91.4,92.7,374690
2024,"Shasta","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",65.3,65.4,240276
2020,"Sierra","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",54.6,59.2,327861
2021,"Sierra","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",134.2,149.7,319318
2022,"Sierra","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",163.2,148.6,398558
2023,"Sierra","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",184.3,190.8,489688
2024,"Sierra","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",164.3,142.9,162923
2020,"Siskiyou","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",90.6,95,423304
2021,"Siskiyou","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",159.6,181.5,427566
2022,"Siskiyou","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",55.4,51.4,122974
2023,"Siskiyou","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",142,124,67964
2024,"Siskiyou","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",195,171.5,484877
2020,"Sutter","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",143.3,142.1,172763
2021,"Sutter","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",92.9,99.6,326043
2022,"Sutter","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",100.3,87.3,286392
2023,"Sutter","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",180.9,176.5,161968
2024,"Sutter","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",84.3,86.7,323194
2020,"Tehama","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",160.1,160.1,444609
2021,"Tehama","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",105.6,101.4,248588
2022,"Tehama","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",192.7,175.6,379622
2023,"Tehama","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",198.5,174.9,452922
2024,"Tehama","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",122.5,114.7,240947
2020,"Yolo","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",141.9,125.1,422226
2021,"Yolo","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",107.3,91.6,401797
2022,"Yolo","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",105.7,98.2,74989
2023,"Yolo","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",193.8,167.6,267239
2024,"Yolo","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",143.1,146.5,278054
2020,"Yuba","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",197.7,171.5,477870
2021,"Yuba","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",99.5,96.5,147617
2022,"Yuba","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",143.7,140.6,261053
2023,"Yuba","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",185.3,167.2,451440
2024,"Yuba","Health","Special Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",135.1,120.6,384927
2020,"Del Norte","Health","Special Fund","Region 2","North Coast","Medicaid",170.5,167.9,286883
2021,"Del Norte","Health","Special Fund","Region 2","North Coast","Public Health",165.7,173.2,136304
2022,"Del Norte","Health","Special Fund","Region 2","North Coast","Medicaid",53.7,48.4,82389
2023,"Del Norte","Health","Special Fund","Region 2","North Coast","Medicaid",87.6,88,373105
2024,"Del Norte","Health","Special Fund","Region 2","North Coast","Public Health",91.7,84.4,219977
2020,"Humboldt","Health","Special Fund","Region 2","North Coast","Medicaid",153.6,144.8,255799
2021,"Humboldt","Health","Special Fund","Region 2","North Coast","Medicaid",61.4,53.3,439903
2022,"Humboldt","Health","Special Fund","Region 2","North Coast","Public Health",74.2,64.3,428839
2023,"Humboldt","Health","Special Fund","Region 2","North Coast","Public Health",125.1,118.2,455357
2024,"Humboldt","Health","Special Fund","Region 2","North Coast","Medicaid",107.5,99.5,331036
2020,"Lake","Health","Special Fund","Region 2","North Coast","Medicaid",123.9,110.4,211103
2021,"Lake","Health","Special Fund","Region 2","North Coast","Public Health",168,183.8,433742
2022,"Lake","Health","Special Fund","Region 2","North Coast","Mental Health",168.9,179.6,54871
2023,"Lake","Health","Special Fund","Region 2","North Coast","Mental Health",83.4,88,244335
2024,"Lake","Health","Special Fund","Region 2","North Coast","Medicaid",68.2,78.1,63231
2020,"Mendocino","Health","Special Fund","Region 2","North Coast","Medicaid",170.4,164.1,401174
2021,"Mendocino","Health","Special Fund","Region 2","North Coast","Mental Health",65.5,71.7,259483
2022,"Mendocino","Health","Special Fund","Region 2","North Coast","Public Health",153.8,131.3,147402
2023,"Mendocino","Health","Special Fund","Region 2","North Coast","Public Health",108.8,103.3,457357
2024,"Mendocino","Health","Special Fund","Region 2","North Coast","Medicaid",188.6,178,288286
2020,"Napa","Health","Special Fund","Region 2","North Coast","Public Health",58.1,62.9,238822
2021,"Napa","Health","Special Fund","Region 2","North Coast","Medicaid",197.7,168.1,277736
2022,"Napa","Health","Special Fund","Region 2","North Coast","Mental Health",170.4,184.4,278317
2023,"Napa","Health","Special Fund","Region 2","North Coast","Public Health",92.4,105.2,483959
2024,"Napa","Health","Special Fund","Region 2","North Coast","Public Health",100,110.2,296344
2020,"Sonoma","Health","Special Fund","Region 2","North Coast","Mental Health",147.8,148.4,414057
2021,"Sonoma","Health","Special Fund","Region 2","North Coast","Medicaid",62.8,71,196800
2022,"Sonoma","Health","Special Fund","Region 2","North Coast","Public Health",191.1,213.8,408938
2023,"Sonoma","Health","Special Fund","Region 2","North Coast","Medicaid",103.4,98.2,166069
2024,"Sonoma","Health","Special Fund","Region 2","North Coast","Medicaid",136.8,134,283358
2020,"Trinity","Health","Special Fund","Region 2","North Coast","Mental Health",163.1,174.3,354581
